names	Run1_C_6	Run1_C_7	Run1_C_8	Run1_C_12	Run1_C_13	Run1_C_14	Run1_C_15	Run1_C_16	Run1_C_17	root
LOC_44	18	19	18	17	18	19	18	18	18	18
LOC_45	18	18	18	20	19	18	18	19	19	18
LOC_46	20	20	19	20	20	21	21	20	19	20
LOC_47	13	11	15	14	14	15	15	14	14	15
LOC_48	17	17	17	18	18	17	17	17	17	17
LOC_49	16	15	15	15	15	14	14	15	15	15
LOC_50	17	16	16	14	14	16	14	15	15	16
LOC_51	22	24	19	19	19	18	19	19	19	20
LOC_52	19	19	21	19	20	19	19	19	18	19
LOC_53	21	22	24	25	24	21	21	25	25	23
LOC_54	21	22	21	20	20	21	20	20	20	20
LOC_55	20	20	20	20	20	21	21	20	19	20
LOC_56	20	21	19	22	22	21	20	19	19	19
LOC_57	24	22	26	24	24	23	24	24	24	23
LOC_58	21	21	22	24	22	18	21	22	21	21
LOC_59	9	9	9	9	7	9	9	9	9	9
LOC_60	20	20	19	19	19	21	20	19	21	20
LOC_61	24	24	23	23	23	24	29	23	23	24
LOC_62	18	18	18	18	18	18	18	18	18	18
LOC_63	17	17	17	17	17	16	21	18	18	17
LOC_64	17	18	19	18	20	20	17	18	18	17
LOC_65	17	17	17	17	17	17	17	17	17	17
LOC_66	20	20	22	19	18	21	21	21	22	21
LOC_67	22	22	22	21	20	22	22	19	21	22
LOC_68	16	16	16	16	16	18	16	15	16	16
LOC_69	21	23	21	21	23	21	21	20	20	21
LOC_70	23	22	20	19	19	24	23	19	20	23
LOC_71	16	16	16	18	18	16	16	16	16	16
LOC_72	20	20	21	18	20	20	20	19	20	20
LOC_73	20	19	17	17	17	18	17	17	17	19
LOC_74	23	23	20	22	21	24	24	24	24	22
LOC_75	25	28	22	23	23	25	25	20	20	23
LOC_76	22	22	22	20	20	21	21	20	20	21
LOC_77	14	14	16	16	16	14	13	14	13	14
LOC_78	21	20	22	21	24	20	20	21	21	22
LOC_79	15	15	15	14	14	15	15	16	18	15
LOC_80	24	24	24	24	25	23	25	24	23	24
LOC_81	16	16	15	16	16	15	15	16	16	16
LOC_82	19	20	22	19	19	19	21	20	20	20
LOC_83	18	18	18	18	18	17	18	19	19	18
LOC_84	16	15	16	18	18	15	15	16	17	16
LOC_85	20	21	20	20	22	20	21	20	20	21
LOC_86	16	16	16	16	16	16	16	16	16	16
LOC_87	20	20	21	22	23	19	20	23	23	20
LOC_88	22	23	20	19	19	22	22	19	19	22
LOC_89	27	28	26	25	25	29	29	24	27	26
LOC_90	20	20	21	19	21	21	20	22	21	20
LOC_91	16	16	16	17	17	16	16	17	17	17
LOC_92	19	19	19	19	19	20	20	18	18	19
LOC_93	12	12	12	12	12	12	12	12	12	12
LOC_94	15	15	15	15	15	14	15	14	15	15
LOC_95	13	13	13	13	13	13	13	13	13	13
LOC_96	20	20	20	21	20	20	20	20	20	20
LOC_97	15	18	19	20	20	19	23	21	20	20
LOC_98	15	15	15	15	15	15	16	15	15	15
LOC_99	17	17	16	17	18	16	16	18	17	16
LOC_100	14	14	16	14	14	15	15	14	14	14
LOC_101	21	21	22	21	21	21	21	21	21	21
LOC_102	19	20	19	18	18	19	19	18	18	19
LOC_103	14	15	14	16	14	14	14	14	14	14
LOC_104	21	21	21	22	23	19	20	20	20	21
LOC_105	16	16	16	16	16	16	16	16	16	16
LOC_106	27	28	28	26	26	31	28	29	26	28
LOC_107	15	16	15	12	16	15	15	15	15	15
LOC_108	24	24	23	22	22	23	22	23	22	23
LOC_109	13	14	14	14	14	13	13	14	14	14
LOC_110	16	16	17	16	16	17	17	16	16	16
LOC_111	15	15	14	14	14	15	15	14	14	15
LOC_112	20	19	21	19	18	22	21	17	18	21
LOC_113	14	14	14	16	15	14	14	14	14	14
LOC_114	19	18	18	18	18	17	17	19	18	17
LOC_115	14	13	14	14	14	14	13	15	14	14
LOC_116	16	16	14	17	14	15	15	14	14	14
LOC_117	19	19	19	19	19	18	18	18	19	19
LOC_118	16	16	15	19	19	17	17	17	17	16
LOC_119	23	22	23	27	26	22	29	26	26	23
LOC_120	18	18	20	18	17	19	18	19	20	18
LOC_121	20	20	17	19	20	20	20	19	16	18
LOC_122	20	20	20	19	20	21	21	20	20	19
LOC_123	24	24	24	25	25	23	23	25	27	24
LOC_124	22	22	24	19	20	21	21	21	21	22
LOC_125	26	28	27	25	29	26	25	28	30	27
LOC_126	14	15	15	18	15	14	14	16	16	14
LOC_127	22	24	22	22	21	22	22	22	22	22
LOC_128	20	21	21	21	20	20	20	20	20	20
LOC_129	22	19	18	18	16	20	20	18	18	19
LOC_130	26	26	26	23	23	24	24	24	24	24
LOC_131	15	15	15	15	15	15	15	15	15	15
LOC_132	21	22	20	21	21	21	21	22	20	21
LOC_133	23	22	22	23	23	22	22	22	22	22
LOC_134	23	24	22	22	23	22	24	22	22	23
LOC_135	15	15	14	14	14	14	14	14	14	14
LOC_136	15	15	15	15	15	15	15	14	15	15
LOC_137	24	26	28	28	25	25	26	28	28	24
LOC_138	22	21	21	21	21	21	21	21	21	21
LOC_139	18	18	17	17	17	18	18	17	17	17
LOC_140	17	16	18	20	19	16	16	18	18	17
LOC_141	15	15	15	15	15	15	15	15	14	15
LOC_142	27	27	27	28	29	26	26	26	28	27
LOC_143	21	21	19	19	19	21	21	22	19	21
LOC_144	16	16	18	18	18	17	18	18	19	16
LOC_145	21	21	20	19	19	20	20	20	20	20
LOC_146	20	21	20	23	19	21	20	22	23	20
LOC_147	20	21	20	21	21	20	20	21	20	21
LOC_148	14	14	13	13	13	14	14	13	13	14
LOC_149	18	18	18	18	18	18	18	18	18	18
LOC_150	18	17	15	15	15	15	15	15	15	15
LOC_151	18	15	16	16	17	16	16	16	16	16
LOC_152	23	20	20	20	20	19	18	19	19	20
LOC_153	19	19	19	21	19	21	19	20	20	20
LOC_154	18	18	22	18	20	18	18	19	19	18
LOC_155	21	21	21	21	21	21	19	21	21	21
LOC_156	17	16	16	16	16	17	17	16	16	17
LOC_157	17	17	18	17	17	18	17	17	17	17
LOC_158	23	23	21	21	21	27	23	20	19	22
LOC_159	15	15	15	15	15	15	15	15	15	15
LOC_160	19	19	20	18	21	19	21	18	19	19
LOC_161	21	19	20	21	21	21	21	21	21	21
LOC_162	20	20	18	17	18	20	20	18	18	20
LOC_163	18	18	18	18	18	18	18	18	19	18
LOC_164	21	21	20	20	20	22	21	20	20	20
LOC_165	15	15	15	15	15	15	15	14	14	15
LOC_166	17	17	19	17	17	17	18	18	17	17
LOC_167	16	16	15	15	16	16	15	15	15	16
LOC_168	28	26	28	29	32	27	28	26	26	28
LOC_169	23	23	21	24	24	23	23	22	22	23
LOC_170	19	19	19	19	19	19	19	19	19	19
LOC_171	23	23	25	24	24	23	23	24	23	23
LOC_172	20	20	22	21	23	23	23	22	22	22
LOC_173	17	17	16	17	17	16	15	16	16	16
LOC_174	20	22	22	23	22	22	21	23	20	22
LOC_175	26	26	27	25	27	28	26	27	26	27
LOC_176	14	14	14	15	15	11	11	13	15	14
LOC_177	25	26	23	24	25	24	24	25	25	24
LOC_178	23	23	21	23	23	23	24	23	23	23
LOC_179	23	26	28	24	24	22	23	24	23	23
LOC_180	23	26	22	22	22	23	23	21	22	22
LOC_181	18	20	18	15	18	19	19	18	18	18
LOC_182	25	23	23	23	23	23	23	23	23	23
LOC_183	26	25	25	24	26	24	22	26	23	25
LOC_184	17	16	16	16	16	15	15	16	16	16
LOC_185	20	20	21	16	21	21	22	21	21	20
LOC_186	16	16	15	16	16	15	15	16	16	16
LOC_187	22	22	19	19	19	21	21	19	20	21
LOC_188	23	27	25	25	26	27	26	25	26	25
LOC_189	14	14	14	14	17	14	14	14	14	14
LOC_190	22	24	23	24	22	19	20	23	23	22
LOC_191	17	17	17	17	17	18	18	16	16	17
LOC_192	21	21	19	20	20	22	21	20	20	21
LOC_193	15	14	15	15	15	15	15	15	15	15
LOC_194	18	18	18	16	16	21	20	16	16	18
LOC_195	20	22	17	17	17	18	18	17	16	18
LOC_196	20	21	23	25	25	22	22	22	22	22
LOC_197	21	21	20	22	22	21	19	21	21	21
LOC_198	27	29	24	18	22	30	31	22	22	27
LOC_199	15	15	14	14	15	14	14	14	14	14
LOC_200	23	23	23	23	24	23	24	23	23	23
LOC_201	24	24	22	19	19	26	26	22	22	24
LOC_202	17	17	17	17	17	17	17	17	17	17
LOC_203	18	18	18	23	23	18	18	21	22	18
LOC_204	18	20	16	17	18	18	19	17	17	18
LOC_205	14	14	14	14	14	14	14	15	15	14
LOC_206	20	21	20	20	19	20	20	20	21	20
LOC_207	14	14	14	14	14	14	14	14	14	14
LOC_208	14	14	15	15	15	14	14	15	15	14
LOC_209	16	16	17	17	18	14	17	17	17	17
LOC_210	22	22	23	24	22	23	22	24	24	22
LOC_211	23	23	26	21	22	21	26	21	21	24
LOC_212	23	23	24	24	24	23	23	23	23	24
LOC_213	19	19	20	19	19	19	19	20	19	19
LOC_214	17	17	17	17	17	17	17	18	18	17
LOC_215	16	16	17	17	17	16	16	18	21	16
LOC_216	20	20	20	19	19	19	19	19	19	20
LOC_217	25	27	25	25	25	23	23	23	24	25
LOC_218	17	17	16	17	17	16	17	18	18	17
LOC_219	15	15	15	15	16	17	18	14	16	15
LOC_220	18	18	18	19	19	21	20	19	19	18
LOC_221	23	23	23	23	24	24	22	23	23	24
LOC_222	28	29	27	27	30	30	27	26	33	28
LOC_223	13	13	14	14	14	14	14	14	13	14
LOC_224	15	15	16	17	17	16	16	19	17	16
LOC_225	20	20	21	21	21	19	19	21	21	21
LOC_226	16	16	16	16	16	14	14	16	16	16
LOC_227	7	7	7	7	7	7	10	7	7	7
LOC_228	16	16	16	16	16	16	16	16	17	16
LOC_229	18	18	12	17	18	19	18	16	16	17
LOC_230	20	20	19	17	19	24	22	19	19	19
LOC_231	17	17	20	21	21	19	18	22	19	19
LOC_232	20	19	18	21	21	19	19	18	18	18
LOC_233	15	15	17	16	16	15	15	16	16	15
LOC_234	14	14	15	16	16	14	15	15	15	15
LOC_235	21	20	22	24	23	22	22	24	25	22
LOC_236	19	17	17	17	17	17	17	17	17	17
LOC_237	19	21	20	19	19	21	21	21	21	20
LOC_238	22	21	21	22	19	21	21	22	21	21
LOC_239	21	21	22	22	22	22	22	22	24	22
LOC_240	14	14	14	14	14	14	14	14	13	14
LOC_241	18	18	19	16	17	18	18	19	19	18
LOC_242	18	18	17	17	17	19	18	17	17	17
LOC_243	18	19	18	18	18	18	18	18	18	19
LOC_244	14	15	14	14	14	14	14	13	13	14
LOC_245	24	24	26	24	24	27	26	24	24	24
LOC_246	25	25	22	23	22	24	24	23	24	24
LOC_247	16	16	16	18	18	15	14	15	17	16
LOC_248	19	19	17	19	18	18	18	17	17	18
LOC_249	25	26	24	25	24	25	25	24	24	24
LOC_250	28	29	28	23	24	31	30	28	27	27
LOC_251	20	20	18	17	16	18	17	19	21	17
LOC_252	24	24	22	22	21	21	22	22	22	22
LOC_253	14	14	14	15	15	14	13	14	14	14
LOC_254	17	17	15	15	15	16	16	15	15	16
LOC_255	21	23	23	22	24	24	23	23	23	23
LOC_256	19	19	20	17	19	18	19	19	18	19
LOC_257	19	19	19	22	22	19	20	22	22	20
LOC_258	13	12	13	13	13	13	13	14	14	13
LOC_259	20	18	20	19	20	19	19	19	18	20
LOC_260	20	20	21	22	23	20	20	22	22	22
LOC_261	15	12	15	15	15	16	15	14	14	15
LOC_262	13	13	12	12	12	13	13	12	12	13
LOC_263	16	16	16	18	16	16	16	17	16	16
LOC_264	22	23	22	23	22	23	22	22	22	22
LOC_265	23	23	25	24	22	24	24	24	24	24
LOC_266	18	19	20	19	19	18	18	21	21	19
LOC_267	18	18	18	18	18	18	18	18	18	18
LOC_268	17	17	17	18	17	17	17	17	17	17
LOC_269	17	16	16	16	16	16	16	16	16	16
LOC_270	18	19	20	21	21	18	21	20	19	19
LOC_271	26	26	24	23	23	22	23	24	23	24
LOC_272	23	21	22	22	22	23	23	21	21	23
LOC_273	26	26	24	27	26	26	26	26	24	24
LOC_274	23	24	21	21	21	25	26	22	22	22
LOC_275	18	17	15	15	15	17	17	15	14	15
LOC_276	21	21	20	21	21	23	18	21	22	20
LOC_277	13	13	14	14	14	13	13	13	13	14
LOC_278	12	13	14	13	13	14	14	12	12	14
LOC_279	15	15	14	13	14	15	15	15	15	15
LOC_280	20	20	19	25	22	21	20	20	20	20
LOC_281	20	20	20	22	20	21	21	22	23	20
LOC_282	15	15	15	15	15	17	17	15	15	15
LOC_283	17	14	15	15	15	14	14	10	15	14
LOC_284	13	14	14	14	14	14	14	15	15	14
LOC_285	25	26	30	27	29	28	28	29	28	29
LOC_286	19	19	19	20	21	19	19	18	18	18
LOC_287	27	28	27	31	29	25	29	29	28	28
LOC_288	17	17	17	21	20	17	17	19	19	17
LOC_289	15	16	15	15	15	15	15	16	16	15
LOC_290	18	17	19	21	20	17	17	20	20	19
LOC_291	19	18	15	15	15	18	18	15	15	18
LOC_292	18	18	19	19	17	18	20	17	19	19
LOC_293	15	15	17	17	16	15	15	18	19	15
LOC_294	26	26	25	26	24	25	29	24	24	25
LOC_295	21	18	18	18	19	18	18	18	18	18
LOC_296	14	14	13	14	13	14	14	14	13	14
LOC_297	15	16	14	13	13	15	15	14	14	15
LOC_298	17	16	17	16	17	18	20	17	13	17
LOC_299	16	17	16	17	17	18	17	14	14	16
LOC_300	17	17	17	15	15	17	17	19	21	17
LOC_301	20	20	20	20	20	20	20	18	20	20
LOC_302	24	25	24	24	23	24	23	23	23	24
LOC_303	19	18	17	16	16	17	20	14	16	18
LOC_304	14	14	16	15	14	14	13	14	14	14
LOC_305	17	17	17	18	20	17	17	19	18	17
LOC_306	26	25	27	31	30	26	24	30	30	26
LOC_307	22	21	23	18	18	20	20	19	21	22
LOC_308	22	22	21	23	22	22	21	22	22	22
LOC_309	22	22	24	24	25	22	21	24	24	22
LOC_310	15	15	16	15	16	15	15	16	15	15
LOC_311	20	20	18	18	19	20	20	19	18	18
LOC_312	18	18	18	21	22	17	17	18	21	18
LOC_313	16	14	17	18	19	15	15	18	18	16
LOC_314	15	15	15	15	15	15	14	12	12	15
LOC_315	15	15	15	15	15	15	15	15	15	15
LOC_316	26	26	27	25	27	26	25	26	26	26
LOC_317	18	18	23	23	21	21	21	21	21	21
LOC_318	26	26	22	22	23	25	23	22	24	22
LOC_319	24	24	21	22	22	23	23	23	23	22
LOC_320	21	21	21	21	21	21	21	20	21	21
LOC_321	16	16	16	16	16	18	18	16	16	16
LOC_322	12	12	13	14	13	12	12	14	13	12
LOC_323	14	14	14	14	14	14	14	16	16	14
LOC_324	21	21	21	23	23	20	22	24	25	21
LOC_325	18	16	16	16	17	16	16	17	15	16
LOC_326	16	16	16	16	16	15	15	16	16	16
LOC_327	15	15	14	13	12	15	15	14	14	15
LOC_328	20	19	20	19	18	21	20	18	18	20
LOC_329	24	24	23	24	22	21	23	23	23	23
LOC_330	22	22	23	24	23	22	19	23	23	22
LOC_331	22	24	23	21	21	25	25	20	22	23
LOC_332	15	17	15	15	15	15	15	15	15	15
LOC_333	14	14	14	14	14	15	12	14	14	14
LOC_334	19	19	18	18	18	19	19	18	18	19
LOC_335	21	23	23	19	20	24	24	20	19	23
LOC_336	26	25	25	24	25	24	23	25	25	24
LOC_337	19	21	20	22	22	20	20	21	22	20
LOC_338	17	17	17	14	14	17	17	17	17	19
LOC_339	16	17	17	17	20	17	17	19	19	17
LOC_340	14	13	13	14	14	13	13	13	13	13
LOC_341	20	19	22	21	20	20	20	21	21	20
LOC_342	13	13	14	16	15	13	13	14	18	14
LOC_343	22	20	21	22	22	20	22	22	22	20
LOC_344	18	19	17	18	18	18	18	17	18	17
LOC_345	15	15	17	17	17	15	15	18	19	15
LOC_346	22	22	22	21	21	24	24	20	20	23
LOC_347	20	19	20	19	20	20	20	19	21	20
LOC_348	21	20	20	21	24	20	21	21	22	20
LOC_349	15	14	15	15	17	15	15	17	15	15
LOC_350	17	16	19	18	18	20	17	20	20	17
LOC_351	26	25	22	23	24	27	26	24	24	26
LOC_352	21	20	18	24	23	22	22	22	21	20
LOC_353	18	18	19	18	18	18	18	18	17	18
LOC_354	15	15	15	15	15	15	15	15	15	15
LOC_355	16	14	14	14	14	14	14	15	15	14
LOC_356	17	17	17	17	17	17	16	18	18	17
LOC_357	16	15	16	16	16	16	17	17	17	16
LOC_358	7	7	7	7	7	7	7	6	6	7
LOC_359	17	17	19	20	20	17	18	21	21	19
LOC_360	26	27	24	27	27	26	26	26	26	24
LOC_361	22	21	24	24	23	20	21	25	22	21
LOC_362	22	21	22	24	24	21	21	24	21	22
LOC_363	8	8	8	8	9	8	8	8	8	8
LOC_364	14	14	14	15	14	13	14	15	14	14
LOC_365	25	25	25	27	26	26	26	27	26	25
LOC_366	18	17	17	17	17	18	18	17	17	17
LOC_367	16	16	18	16	16	16	16	19	18	16
LOC_368	24	25	23	21	21	24	24	25	24	24
LOC_369	26	25	28	26	26	24	25	27	24	28
LOC_370	18	18	18	18	18	18	18	18	18	18
LOC_371	23	24	22	24	24	21	22	23	23	23
LOC_372	20	19	22	21	21	19	21	20	16	21
LOC_373	15	14	16	19	19	14	14	18	20	14
LOC_374	15	15	15	15	15	17	15	13	15	15
LOC_375	19	18	18	18	18	18	18	18	18	18
LOC_376	20	19	20	19	19	22	22	18	18	20
LOC_377	23	23	23	22	24	24	23	23	22	23
LOC_378	23	21	23	21	21	24	21	21	21	23
LOC_379	19	19	18	19	19	18	19	21	21	18
LOC_380	19	20	18	18	18	18	18	18	18	18
LOC_381	14	14	14	14	14	13	14	14	12	14
LOC_382	17	18	18	18	18	19	18	20	18	18
LOC_383	17	17	17	17	17	18	18	17	18	17
LOC_384	16	16	14	14	14	16	16	14	15	14
LOC_385	18	16	18	17	17	20	18	17	17	18
LOC_386	16	18	17	16	16	19	19	18	17	19
LOC_387	17	17	17	18	18	19	17	17	17	17
LOC_388	26	26	30	27	27	28	27	26	27	28
LOC_389	18	18	18	19	18	18	18	18	18	18
LOC_390	7	7	7	7	7	9	9	7	7	7
LOC_391	22	22	22	23	22	22	22	27	26	22
LOC_392	20	21	21	23	23	22	22	23	23	22
LOC_393	15	15	15	15	15	16	16	15	15	15
LOC_394	16	16	16	16	16	16	16	16	16	16
LOC_395	20	20	21	20	22	21	20	23	22	20
LOC_396	17	21	18	17	18	17	17	17	17	17
LOC_397	19	19	19	19	18	18	19	19	21	19
LOC_398	17	17	17	17	17	17	17	17	17	17
LOC_399	27	30	28	26	26	26	27	24	25	29
LOC_400	15	15	15	15	15	15	15	15	15	15
LOC_401	13	16	13	13	13	13	13	13	13	13
LOC_402	18	14	14	14	14	14	14	14	14	14
LOC_403	14	14	14	14	14	15	14	14	11	14
LOC_404	10	10	10	10	10	8	10	9	9	10
LOC_405	17	17	19	18	19	16	18	20	20	16
LOC_406	19	19	19	19	19	19	19	19	19	19
LOC_407	17	17	16	16	16	17	19	16	16	17
LOC_408	14	14	15	15	15	14	14	15	15	14
LOC_409	11	13	15	17	17	13	13	17	18	15
LOC_410	16	15	16	16	16	16	16	16	16	16
LOC_411	14	14	14	14	14	16	14	14	14	14
LOC_412	22	20	20	18	19	19	22	18	18	19
LOC_413	20	20	20	20	20	21	20	20	21	20
LOC_414	15	15	15	15	15	15	15	15	15	15
LOC_415	14	14	14	14	14	14	14	14	14	14
LOC_416	20	20	17	17	17	19	19	17	17	17
LOC_417	14	14	15	15	15	14	14	14	16	14
LOC_418	14	14	15	14	12	14	14	15	15	14
LOC_419	15	15	15	15	15	14	14	15	15	15
LOC_420	14	14	13	14	14	13	13	13	13	13
LOC_421	17	17	17	18	18	17	16	18	18	17
LOC_422	25	25	23	24	22	23	23	24	22	23
LOC_423	9	9	9	10	10	9	10	10	11	9
LOC_424	20	19	20	20	20	18	19	21	21	20
LOC_425	18	18	16	16	16	20	19	17	17	16
LOC_426	18	17	17	17	17	17	17	17	17	17
LOC_427	21	19	20	21	20	20	17	20	19	20
LOC_428	16	16	16	15	16	16	16	15	14	16
LOC_429	20	21	18	19	19	21	20	20	20	19
LOC_430	20	19	19	18	18	18	18	19	20	19
LOC_431	21	19	19	20	20	19	19	20	20	19
LOC_432	15	14	14	14	14	14	14	14	14	14
LOC_433	24	24	24	24	24	23	21	25	24	23
LOC_434	19	19	19	20	20	20	22	19	21	19
LOC_435	23	24	25	23	26	24	23	24	24	25
LOC_436	25	25	23	21	23	24	25	25	26	24
LOC_437	23	21	23	22	22	23	24	22	23	22
LOC_438	23	23	23	23	23	24	25	25	23	23
LOC_439	16	16	16	18	18	16	16	18	18	16
LOC_440	20	20	23	22	21	20	20	22	24	20
LOC_441	14	14	16	17	18	17	16	19	18	16
LOC_442	22	22	22	23	23	22	22	22	19	22
LOC_443	18	19	19	24	27	18	18	18	18	18
LOC_444	21	21	20	20	21	20	20	22	23	20
LOC_445	24	24	17	17	17	26	25	17	17	22
LOC_446	21	20	18	17	20	18	18	18	18	18
LOC_447	18	17	19	20	22	18	18	20	20	18
LOC_448	28	26	27	26	28	28	27	30	28	28
LOC_449	18	18	16	18	18	17	17	15	16	17
LOC_450	20	20	21	20	20	20	20	20	21	20
LOC_451	14	14	14	13	13	15	14	14	14	14
LOC_452	20	20	17	21	21	19	18	19	19	19
LOC_453	19	19	18	21	22	18	18	19	18	18
LOC_454	21	21	24	22	25	22	22	23	25	21
LOC_455	16	16	16	16	16	19	17	15	15	16
LOC_456	15	15	15	16	16	15	15	16	16	15
LOC_457	22	20	19	20	19	21	21	19	19	22
LOC_458	18	19	16	16	17	19	19	17	17	16
LOC_459	7	7	7	7	7	7	7	7	7	7
LOC_460	18	20	18	18	19	18	20	17	17	18
LOC_461	14	14	14	14	14	14	14	15	14	14
LOC_462	19	21	21	21	21	21	21	22	22	21
LOC_463	25	26	24	25	25	24	25	25	25	25
LOC_464	19	19	18	19	19	19	19	18	18	18
LOC_465	24	24	23	21	21	23	24	24	24	25
LOC_466	24	23	24	23	24	24	23	24	24	24
LOC_467	19	19	18	23	21	17	19	19	19	19
LOC_468	13	13	14	14	13	13	13	14	14	14
LOC_469	25	26	23	20	23	24	23	23	24	23
LOC_470	23	23	22	22	24	22	23	23	23	23
LOC_471	18	18	18	19	19	19	20	19	18	19
LOC_472	16	16	16	16	16	15	18	16	19	16
LOC_473	22	21	20	19	19	21	20	19	19	21
LOC_474	15	15	15	15	15	19	24	15	15	15
LOC_475	18	18	16	18	18	16	16	17	17	16
LOC_476	16	16	16	16	17	15	16	16	16	16
LOC_477	18	19	19	19	19	18	18	20	20	19
LOC_478	16	16	13	15	15	16	16	15	15	16
LOC_479	17	19	17	18	18	19	16	18	18	17
LOC_480	16	16	17	17	17	16	15	17	17	17
LOC_481	17	17	16	16	16	17	17	16	17	16
LOC_482	17	17	16	16	15	17	17	17	17	17
LOC_483	24	24	24	23	24	24	24	24	24	24
LOC_484	23	25	25	25	25	27	26	24	24	25
LOC_485	17	17	17	17	17	17	17	17	17	17
LOC_486	23	23	23	22	23	25	24	23	23	23
LOC_487	17	17	17	17	17	17	17	18	18	17
LOC_488	22	21	22	21	19	20	25	22	20	23
LOC_489	17	16	19	20	21	17	17	21	21	18
LOC_490	14	14	15	15	14	15	14	14	14	14
LOC_491	22	21	19	23	22	21	21	22	22	21
LOC_492	21	20	20	22	22	19	20	22	22	20
LOC_493	27	28	27	29	27	27	27	28	27	27
LOC_494	17	17	17	19	17	16	17	18	18	17
LOC_495	22	21	22	23	23	23	22	24	22	23
LOC_496	21	22	22	21	21	23	24	21	21	22
LOC_497	21	21	21	21	22	21	22	23	22	20
LOC_498	8	8	9	9	10	8	8	9	9	8
LOC_499	21	21	21	20	20	22	22	20	20	21
LOC_500	19	19	19	19	20	19	18	20	21	19
LOC_501	15	15	16	17	17	15	15	17	18	17
LOC_502	27	27	27	23	27	26	28	27	27	27
LOC_503	7	7	7	7	7	7	7	7	7	7
LOC_504	14	14	15	16	16	14	14	17	17	15
LOC_505	20	20	21	23	23	20	21	20	20	21
LOC_506	14	14	14	14	14	14	14	14	14	14
LOC_507	14	14	14	14	14	14	14	14	14	14
LOC_508	18	18	18	17	16	18	18	17	17	18
LOC_509	19	18	21	21	21	19	19	21	17	19
LOC_510	21	21	20	20	20	20	20	20	20	20
LOC_511	19	21	19	20	20	20	22	20	20	20
LOC_512	22	23	22	21	22	21	21	21	21	23
LOC_513	18	17	15	15	15	14	14	16	15	16
LOC_514	15	15	16	14	14	13	14	14	14	14
LOC_515	21	21	19	18	18	18	18	18	18	18
LOC_516	17	17	18	18	18	18	18	18	19	18
LOC_517	19	19	19	20	20	18	18	20	20	19
LOC_518	22	20	21	23	22	18	20	20	20	21
LOC_519	17	17	17	15	18	17	17	19	18	17
LOC_520	20	17	20	19	20	20	20	19	19	20
LOC_521	16	16	16	16	16	16	16	16	18	16
LOC_522	18	18	21	21	20	19	19	23	23	19
LOC_523	19	19	19	18	18	18	18	18	18	18
LOC_524	20	20	21	21	21	21	22	21	21	22
LOC_525	18	18	18	18	18	18	18	18	17	18
LOC_526	14	14	14	14	14	14	14	14	14	14
LOC_527	18	17	17	18	20	17	16	18	18	18
LOC_528	21	19	19	18	18	16	16	17	17	18
LOC_529	19	19	16	16	16	19	19	16	16	16
LOC_530	16	17	14	14	14	13	14	14	14	14
LOC_531	22	22	22	22	22	21	21	22	22	22
LOC_532	16	16	15	16	16	15	15	16	16	16
