names	Run1_C_27	Run1_C_42	Run1_C_43	Run1_C_47	Run1_C_52	Run1_C_57	Run1_C_58	Run1_C_69	Run1_C_72	Run1_C_73	Run1_C_78	Run1_C_80	Run1_C_81	Run1_C_83	Run1_C_86	Run1_C_88	Run1_C_91	Run1_C_94	Run1_C_95	Run1_C_96	Run1_C_98	Run1_C_99	Run1_C_100	Run1_C_101	Run1_C_102	Run1_C_106	Run1_C_108	Run1_C_109	Run1_C_110	Run1_C_111	Run1_C_114	Run1_C_115	Run1_C_118	Run1_C_119	Run1_C_120	Run1_C_121	Run1_C_123	Run1_C_125	Run1_C_127	Run1_C_128	Run1_C_129	Run1_C_130	Run1_C_131	Run1_C_132	Run1_C_133	Run1_C_136	Run1_C_137	Run1_C_139	Run1_C_141	Run1_C_142	Run1_C_143	Run1_C_144	Run1_C_145	Run1_C_148	Run1_C_149	Run1_C_151	Run1_C_152	Run1_C_153	Run1_C_154	Run1_C_155	Run1_C_157	Run1_C_158	Run1_C_159	Run1_C_160	Run1_C_161	Run1_C_162	Run1_C_163	Run1_C_164	Run1_C_165	Run1_C_166	Run1_C_168	Run1_C_169	Run1_C_170	Run1_C_171	Run1_C_172	Run1_C_173	Run1_C_175	Run1_C_176	Run1_C_178	Run1_C_179	Run1_C_180	Run1_C_181	Run1_C_182	Run1_C_183	Run1_C_184	Run1_C_185	Run1_C_186	Run1_C_187	Run1_C_188	Run1_C_189	Run1_C_190	Run1_C_191	Run1_C_192	Run1_C_193	Run1_C_194	Run1_C_195	Run1_C_196	Run1_C_197	Run1_C_198	Run1_C_199	root
LOC_11	25	25	25	25	25	25	25	25	25	25	25	26	25	25	25	25	25	23	23	25	25	25	25	25	25	25	25	25	25	25	25	25	24	24	25	25	25	25	25	26	26	25	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	25	25	25	25	25	25	25	27	25	25	25	25	23	25	25	25	25	25	25
LOC_12	18	18	18	17	17	18	18	17	18	18	18	18	16	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	20	18	18	18	18	18	18	18	19	18	17	18	18	17	17	18	18	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18	17	17	18	18	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18
LOC_13	24	24	24	23	22	22	24	23	23	23	24	24	24	23	24	23	24	22	22	24	24	24	23	23	24	25	24	24	24	24	23	23	22	22	23	23	25	24	24	23	23	23	23	23	24	24	24	23	24	23	23	23	23	24	24	24	24	24	23	23	23	23	23	23	23	24	24	23	23	25	24	24	24	24	24	25	24	24	23	23	25	25	23	23	24	24	23	23	24	24	24	24	24	24	23	23	26	26	24	24	24
LOC_14	20	21	21	23	20	21	20	20	20	20	20	21	21	22	20	20	21	20	20	20	20	20	20	20	21	20	20	20	20	20	22	22	20	20	20	20	20	20	20	20	20	20	20	22	22	20	20	20	20	20	20	20	20	21	21	20	20	20	20	20	20	22	22	20	20	20	20	20	20	20	22	22	20	20	20	20	20	20	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
LOC_15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
LOC_16	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	20	20	20	20	20	20	20	20	19	20	21	20	20	20	20	17	20	20	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	19	23	23	20	20	20	21	20	20	20	20	20	19	19	20	20	20	20	20	20	20	18	20	20	20	20	20	20	20	20	20	20	20	20	20
LOC_17	20	20	20	20	20	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	20	20	21	21	21	21	20	20	20	20	20	20	20	20	20	20	20	21	21	20	20	20	20	21	21	21	21	21	21	20	20	20	19	20	20	20	20	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	20	20	20
LOC_18	21	22	22	21	21	21	21	21	21	21	21	22	22	21	21	21	22	21	21	21	21	20	21	21	22	21	21	21	21	21	21	21	21	21	21	21	21	23	23	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	21	21	21	21	23	23	21	21	21	21	21	21	21	21	21	22	21	21	21	21	20	21	21	21	21	20	21	20	21	22	22	21	21	21	21	21	21	21	21	21
LOC_19	23	21	21	21	22	21	21	21	21	21	21	21	21	21	21	22	21	21	21	21	20	20	21	21	21	21	21	21	21	21	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	20	21	21	22	21	21	21	21	21	21	22	21	21	19	19	21	21	21	21	21	21	21	21	21	21	22	22	21	21	22	22	21	21	21	21	21	21	21	21	21	21	21	21	21
LOC_20	16	16	16	16	16	17	16	16	16	16	16	16	16	16	16	16	16	15	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	16	16	16	16	16	16	16	16	16	16	16	17	16	16	16	16	15	15	15	16	16	16	16	16	16	16	18	18	16	16	16	16	16	16	16	16	16	16	15	16	16	16	16	16	16	17	17	16	16	16	16	17	16	15	15	16	16	17	17	16	16	16
LOC_21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	24	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	24	24	22	21	22	22	22	22	22	21	21	21	22	22	22	22	22	22	22	25	25	22	22	22	22	22	22	22	24	24	22	22	22	22	22	22	22	22	22	22	22	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
LOC_22	20	20	20	20	20	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	18	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	18	18	20	20	21	20	20	18	20	20	20	20	20	20	20	20	20	20	19	19	20	20	20
LOC_23	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22	22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	18	20	20	20	20	20	20	20	20	20	20	21	20	20	20
LOC_24	28	27	27	24	24	26	26	24	26	26	27	27	27	26	25	25	28	26	26	27	24	25	26	26	27	26	27	27	26	26	26	26	25	25	25	25	26	26	26	25	25	26	26	26	26	27	27	26	26	26	26	26	26	27	27	26	24	24	26	26	24	26	26	24	24	22	26	24	24	26	26	26	25	25	26	26	27	26	26	26	28	26	24	24	26	26	24	24	27	27	27	27	26	26	25	25	26	26	26	26	26
LOC_25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	24	25	25	24	24	25	25	25	25	25	25	25	25	25	26	26	25	25	25	25	25	25	25	25	25	25	25	25	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
LOC_26	24	24	24	24	24	26	21	24	24	24	24	25	25	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	23	24	24	24	24	25	25	24	24	24	25	25	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	24	25	24	22	24	24	24	24	24	24	24	24	24	24	24	24	25	24	24	24	24	24	25	25	24	25	24	24	24	24	26	25	24	24	24	24	25	25	24	24	24
LOC_27	21	21	21	21	21	21	21	20	21	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	23	22	21	21	21	21	21	22	21
LOC_28	19	19	19	19	19	19	19	19	19	19	20	19	19	19	19	19	19	19	19	19	19	19	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	17	17	18	18	19	19	19	19	19	19	19	19	19
LOC_29	18	18	18	18	18	18	18	18	18	20	18	18	18	21	18	18	18	18	18	18	16	18	17	17	18	17	17	18	18	18	21	21	18	18	18	18	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	20	20	18	18	18	18	18	18	18	21	21	18	18	17	17	18	19	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	19	19	18
LOC_30	16	16	19	16	16	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	16	16	16	16	16	17	17	16	16	16	16	16	16	17	17	16	16	16	16	16	16	16	16	16
LOC_31	18	18	18	18	18	18	19	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	20	20	18	18	18	18	18	18	19	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	20	20	18	18	18	18	19	19	17	18	18	18	18	18	19	19	18	20	18	18	18	19	18
LOC_32	24	24	24	24	24	24	23	23	24	24	24	24	24	24	24	24	24	24	24	24	23	23	24	23	24	25	24	24	24	24	24	24	24	24	24	24	25	23	23	24	24	24	24	24	24	24	24	24	24	24	24	24	24	23	24	23	23	23	24	24	24	24	24	24	24	23	23	24	24	24	24	24	24	24	25	25	24	25	24	24	24	24	24	24	23	23	24	24	24	24	24	24	23	23	24	24	24	24	25	25	23
LOC_33	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	18	18	17	17	17	17	18	18	18	18	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	18	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
LOC_34	25	25	25	25	25	24	24	25	25	25	25	25	25	24	25	25	25	25	25	25	25	25	25	24	26	25	25	25	24	24	24	24	25	25	25	25	25	25	25	25	25	25	25	24	24	25	25	25	25	25	25	26	26	26	25	25	25	25	25	25	25	24	24	25	25	25	25	25	25	25	24	24	25	25	25	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	24	24	25	25	25
LOC_35	26	26	26	26	26	26	28	26	26	26	26	26	26	26	26	26	26	26	25	26	28	28	26	26	26	25	26	26	26	26	26	26	25	25	26	26	25	28	28	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	28	28	28	26	26	25	26	26	26	26	28	28	25	25	26	26	26	26	26	25	25	26	26	26	26	26	26	25	25	28	28	28	27	26	26	26	26	28	29	26	26	26	26	26	26	26
LOC_36	25	26	26	24	25	26	26	25	25	25	25	26	26	26	26	25	26	24	24	25	26	26	23	26	25	27	25	25	26	26	26	26	25	25	25	25	26	26	26	25	25	26	26	26	26	25	25	24	29	26	26	26	26	25	26	26	26	26	26	26	25	26	26	25	25	26	26	25	24	26	26	26	26	26	26	26	26	26	26	26	26	26	25	25	26	26	25	25	25	25	26	26	26	26	26	26	26	26	25	26	26
LOC_37	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	19	19	20	20	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	20	19	19	19	19	19
LOC_38	29	29	29	30	30	29	29	30	31	31	29	29	29	26	29	30	29	31	31	29	29	29	30	31	29	29	29	29	29	29	28	28	28	28	30	30	29	29	30	29	30	29	29	29	30	29	28	29	29	29	29	29	29	29	29	29	29	29	29	28	30	28	28	30	30	29	30	30	30	29	28	28	29	29	29	29	29	29	29	29	28	28	30	30	29	29	30	30	29	29	29	29	29	29	29	29	30	29	29	29	29
LOC_39	32	32	32	31	31	32	32	30	31	31	32	30	31	32	32	31	32	31	31	32	31	31	32	32	32	32	32	32	32	32	32	32	31	30	31	31	32	31	31	31	31	31	31	32	32	32	32	31	31	31	31	31	31	32	32	32	31	31	31	31	31	32	32	30	30	31	31	32	31	31	32	32	32	32	32	32	31	32	31	31	31	31	31	31	32	32	31	31	32	32	30	31	32	32	32	32	32	32	32	32	32
LOC_40	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14	14	16	16	15	15	16	16	16	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
LOC_41	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	20
LOC_42	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	18	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
LOC_43	20	20	20	20	20	20	20	20	20	20	20	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	20	20	20	19	19	22	22	20	20	20	20	20	20	20	21	21	20	20	20	20	21	21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
LOC_44	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
LOC_45	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	18	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	19	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
LOC_46	22	21	21	23	22	22	22	22	22	22	22	21	21	22	22	23	21	22	22	22	22	22	22	22	22	22	22	23	22	22	23	23	22	22	22	23	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	21	21	22	22	22	22	22	22	22	22	22	22	22	22	21	22	22	23	23	22	22	22	22	21	22	22	22	22	22	22	22	22	22	22	22	22	22	21	21	22	22	22	22	21	22	22	22	22
LOC_47	14	14	14	14	14	14	14	14	14	14	14	16	16	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
LOC_48	21	21	21	21	21	21	22	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	22	21	21	21	21	21	21	21	21	23	23	21	21	21	21	21	21	21	21	21	21	21	21	20	21	20	21	22	22	22	21	21	21	21	21	21	21	23	23	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	20	21	21	21	21	21	22	22	21	21	21	21	21	21	21
LOC_49	22	22	22	23	22	22	22	23	22	22	22	22	22	19	22	22	22	22	22	22	26	26	22	22	22	22	22	22	22	22	20	20	22	22	22	22	22	26	26	22	22	23	22	20	20	22	22	22	21	22	22	22	22	22	22	22	26	26	22	22	22	22	22	22	22	26	26	22	22	22	20	19	22	22	22	22	23	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
LOC_50	24	24	24	24	24	24	24	24	24	24	24	24	24	24	25	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	26	26	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	21	22	27	25	25	24	24	24	24	27	27	24	24	24	24	24	24	24	24	24	24	24	24	24	27	27	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
LOC_51	27	27	27	28	28	28	28	28	28	28	27	27	27	27	28	28	28	27	27	27	27	27	28	28	27	28	27	26	26	26	27	27	26	26	28	28	28	28	28	28	28	28	28	27	27	27	27	28	28	32	32	28	30	27	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	27	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	27	27	28	28	28	28	28	28	28	28	28	28	28
LOC_52	17	17	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	17	17	17	17	17	17	16	16	17	17	17	17	17	17	17
LOC_53	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
LOC_54	15	15	15	15	15	15	15	15	15	15	15	15	15	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
LOC_55	21	21	21	21	21	21	21	22	21	21	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	21	21	22	22	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19	19	21	21	21	21	21	21	21	21	21	21	21
LOC_56	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	16	16	16	16	16	16	16	16	16	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
LOC_57	15	15	15	15	15	15	15	15	17	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
LOC_58	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	15
LOC_59	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
