names	Run1_C_7	Run1_C_9	Run1_C_11	Run1_C_12	Run1_C_13	Run1_C_14	Run1_C_15	Run1_C_16	Run1_C_17	root
LOC_45	17	20	22	17	17	23	23	18	20	18
LOC_46	20	19	20	20	20	21	21	19	19	20
LOC_47	14	14	15	14	14	15	15	14	14	15
LOC_48	20	17	17	20	20	17	17	15	15	17
LOC_49	15	15	15	15	15	15	15	14	14	15
LOC_50	15	16	16	16	16	16	16	22	16	16
LOC_51	22	23	20	21	21	20	19	20	21	20
LOC_52	19	19	19	19	19	20	19	23	21	19
LOC_53	23	22	22	22	21	22	22	22	22	23
LOC_54	16	16	20	16	15	20	20	16	16	20
LOC_55	22	20	20	22	22	24	20	18	20	20
LOC_56	17	17	19	17	17	19	19	17	17	19
LOC_57	23	23	23	21	23	23	25	23	22	23
LOC_58	20	20	21	20	21	22	22	20	20	21
LOC_59	9	10	8	10	10	9	10	11	10	9
LOC_60	22	21	21	21	21	21	21	21	21	20
LOC_61	23	24	24	23	23	27	26	29	26	24
LOC_62	18	19	17	18	17	17	17	19	18	18
LOC_63	19	18	20	19	19	17	17	18	18	17
LOC_64	17	18	17	18	17	17	18	18	19	17
LOC_65	17	17	17	18	17	19	17	16	15	17
LOC_66	20	20	20	22	20	21	21	21	17	21
LOC_67	21	22	23	21	21	22	23	22	22	22
LOC_68	16	16	16	18	18	16	16	15	15	16
LOC_69	20	20	21	21	23	21	21	20	20	21
LOC_70	24	25	23	24	25	23	25	23	24	23
LOC_71	16	16	16	16	16	16	17	16	16	16
LOC_72	19	20	20	17	17	20	20	21	20	20
LOC_73	19	19	19	22	22	20	19	19	19	19
LOC_74	22	23	23	22	22	24	24	21	22	22
LOC_75	23	23	25	23	23	24	24	23	23	23
LOC_76	20	22	22	22	22	23	23	24	22	21
LOC_77	16	16	14	16	16	14	14	16	16	14
LOC_78	22	22	23	22	22	23	23	23	22	22
LOC_79	15	15	15	15	15	16	16	15	15	15
LOC_80	24	24	23	27	23	24	25	27	26	24
LOC_81	17	17	16	17	19	18	16	17	16	16
LOC_82	19	19	20	21	20	21	20	20	20	20
LOC_83	21	20	18	19	19	17	17	22	19	18
LOC_84	15	15	16	15	17	17	17	15	15	16
LOC_85	20	19	21	21	21	21	22	18	18	21
LOC_86	18	17	15	17	17	15	15	19	17	16
LOC_87	21	22	19	21	21	17	21	19	19	20
LOC_88	21	21	21	21	20	20	20	21	21	22
LOC_89	26	25	25	26	26	25	27	26	24	26
LOC_90	20	20	20	20	19	22	21	20	19	20
LOC_91	17	17	17	16	16	17	17	18	18	17
LOC_92	19	19	19	20	20	20	20	19	19	19
LOC_93	12	12	12	12	12	12	12	12	12	12
LOC_94	13	15	15	15	15	15	15	15	19	15
LOC_95	13	12	13	13	14	12	13	12	14	13
LOC_96	20	20	21	21	21	24	22	20	20	20
LOC_97	24	21	20	23	23	20	20	24	22	20
LOC_98	15	15	15	12	15	15	15	14	14	15
LOC_99	17	16	15	19	17	15	15	16	15	16
LOC_100	14	10	16	14	14	14	14	14	13	14
LOC_101	22	21	21	21	21	22	22	22	21	21
LOC_102	19	20	20	20	19	20	19	19	19	19
LOC_103	14	16	14	14	14	13	14	15	15	14
LOC_104	21	20	21	19	19	20	20	20	18	21
LOC_105	14	16	16	16	16	17	17	16	16	16
LOC_106	29	27	30	27	29	28	31	25	25	28
LOC_107	16	15	15	15	15	15	15	18	17	15
LOC_108	22	20	21	18	18	23	25	19	20	23
LOC_109	14	14	14	14	14	14	14	14	14	14
LOC_110	16	16	16	15	16	16	16	17	17	16
LOC_111	15	15	15	15	15	14	15	15	15	15
LOC_112	21	20	21	20	21	18	19	20	20	21
LOC_113	14	15	14	14	14	13	13	14	14	14
LOC_114	17	18	19	17	17	17	17	18	18	17
LOC_115	15	13	14	14	14	14	14	13	13	14
LOC_116	13	13	14	15	15	13	13	13	12	14
LOC_117	20	20	19	21	21	19	19	20	20	19
LOC_118	16	16	16	14	16	16	16	16	16	16
LOC_119	24	23	24	25	26	24	24	23	23	23
LOC_120	19	18	19	19	19	18	18	18	18	18
LOC_121	20	21	18	21	20	19	20	19	19	18
LOC_122	18	20	19	19	18	20	19	20	20	19
LOC_123	24	24	24	25	24	23	24	24	24	24
LOC_124	25	22	22	26	24	22	21	22	22	22
LOC_125	27	27	26	22	23	25	26	27	28	27
LOC_126	14	14	14	14	14	14	15	14	14	14
LOC_127	23	23	22	24	25	21	21	23	23	22
LOC_128	20	19	21	20	19	21	22	22	20	20
LOC_129	22	18	19	21	21	20	20	19	18	19
LOC_130	27	21	24	23	23	24	24	25	25	24
LOC_131	15	15	14	15	15	15	16	15	15	15
LOC_132	21	22	21	21	21	21	21	21	22	21
LOC_133	21	21	24	22	22	25	26	22	20	22
LOC_134	23	22	23	23	23	21	23	22	22	23
LOC_135	13	14	14	13	13	14	14	14	14	14
LOC_136	15	17	15	15	15	15	15	17	19	15
LOC_137	25	27	25	25	24	24	26	25	25	24
LOC_138	24	21	21	23	23	21	21	20	20	21
LOC_139	18	17	16	17	17	17	17	17	17	17
LOC_140	17	17	17	17	17	16	16	18	17	17
LOC_141	15	16	13	15	15	13	13	16	17	15
LOC_142	25	24	26	25	26	25	26	24	24	27
LOC_143	20	20	20	20	20	21	21	20	20	21
LOC_144	16	16	16	16	16	15	16	16	17	16
LOC_145	19	20	20	19	19	18	18	20	20	20
LOC_146	20	20	20	22	22	20	20	20	21	20
LOC_147	21	22	19	21	21	19	19	22	21	21
LOC_148	18	16	18	17	17	16	16	18	18	14
LOC_149	19	18	18	15	17	18	18	18	18	18
LOC_150	15	16	15	15	15	15	15	15	15	15
LOC_151	18	18	16	17	17	16	16	18	18	16
LOC_152	20	20	21	21	20	22	23	19	19	20
LOC_153	20	20	20	18	20	20	20	20	20	20
LOC_154	18	19	18	19	17	16	16	18	18	18
LOC_155	21	22	21	21	22	21	21	23	22	21
LOC_156	17	17	17	16	16	17	18	17	17	17
LOC_157	17	17	17	17	17	17	17	17	17	17
LOC_158	16	22	22	16	16	22	21	22	22	22
LOC_159	15	18	15	15	15	17	16	15	17	15
LOC_160	19	19	19	19	19	19	20	19	19	19
LOC_161	21	22	20	21	21	20	20	23	23	21
LOC_162	21	23	20	21	21	20	21	23	23	20
LOC_163	18	18	18	19	19	18	18	14	18	18
LOC_164	20	20	19	20	19	20	20	20	20	20
LOC_165	15	15	16	18	15	18	15	15	15	15
LOC_166	17	17	17	16	16	16	18	17	18	17
LOC_167	15	14	17	15	15	18	18	15	15	16
LOC_168	30	27	33	30	30	28	29	25	28	28
LOC_169	22	22	23	22	22	24	23	21	22	23
LOC_170	19	19	19	18	20	19	19	19	19	19
LOC_171	25	28	24	26	26	23	22	26	23	23
LOC_172	21	23	26	21	25	26	25	22	23	22
LOC_173	16	14	16	17	16	16	16	16	17	16
LOC_174	22	21	22	22	23	24	21	20	22	22
LOC_175	23	24	26	24	25	29	27	23	23	27
LOC_176	13	13	15	13	13	15	14	13	13	14
LOC_177	25	27	24	26	27	24	26	24	26	24
LOC_178	21	21	23	21	21	23	23	23	23	23
LOC_179	24	24	21	25	25	21	20	25	25	23
LOC_180	22	21	21	23	24	25	25	21	21	22
LOC_181	18	18	18	20	18	18	18	16	18	18
LOC_182	19	22	23	22	22	20	23	23	23	23
LOC_183	28	24	26	24	24	26	25	24	25	25
LOC_184	16	16	17	16	16	14	16	16	16	16
LOC_185	19	20	19	19	19	22	22	21	20	20
LOC_186	19	16	16	19	19	16	16	16	16	16
LOC_187	20	20	22	20	20	22	22	22	20	21
LOC_188	30	29	25	30	30	26	26	27	27	25
LOC_189	14	14	16	14	14	16	16	14	14	14
LOC_190	23	22	23	22	23	23	23	20	22	22
LOC_191	17	18	17	17	17	18	17	17	18	17
LOC_192	25	18	21	25	22	22	21	20	20	21
LOC_193	15	15	15	16	16	15	15	15	14	15
LOC_194	19	17	19	19	19	18	19	16	17	18
LOC_195	19	19	18	20	19	18	18	20	20	18
LOC_196	22	20	21	20	22	23	23	19	19	22
LOC_197	22	22	21	22	23	21	21	21	22	21
LOC_198	26	28	26	27	27	28	28	28	28	27
LOC_199	15	14	14	17	16	16	14	14	14	14
LOC_200	21	20	24	22	22	26	24	22	21	23
LOC_201	24	26	23	24	23	24	23	24	26	24
LOC_202	16	16	17	16	16	17	18	17	19	17
LOC_203	18	18	18	18	18	18	18	18	18	18
LOC_204	21	22	18	16	17	18	18	19	18	18
LOC_205	15	14	19	14	16	16	17	14	14	14
LOC_206	20	20	19	20	20	19	19	20	21	20
LOC_207	15	17	16	16	13	14	16	17	17	14
LOC_208	14	14	14	14	14	15	14	14	14	14
LOC_209	18	18	17	17	17	17	17	18	18	17
LOC_210	22	23	22	20	20	20	20	22	24	22
LOC_211	24	24	26	23	25	24	23	23	24	24
LOC_212	24	23	23	25	22	23	23	24	24	24
LOC_213	19	19	19	19	19	19	19	19	19	19
LOC_214	18	17	19	17	17	18	18	18	17	17
LOC_215	16	17	16	16	16	17	17	16	17	16
LOC_216	20	20	19	20	20	19	19	20	20	20
LOC_217	26	24	25	24	24	25	24	23	27	25
LOC_218	18	18	17	18	17	17	17	17	17	17
LOC_219	16	15	15	17	16	15	15	15	15	15
LOC_220	18	18	17	18	18	18	18	18	19	18
LOC_221	23	24	24	24	23	27	26	26	23	24
LOC_222	27	23	27	27	27	27	28	26	24	28
LOC_223	14	14	14	13	13	14	14	14	14	14
LOC_224	16	16	16	14	15	16	17	16	16	16
LOC_225	20	19	22	20	21	20	20	21	21	21
LOC_226	15	16	16	15	15	16	16	16	17	16
LOC_227	7	7	7	7	7	7	7	7	7	7
LOC_228	16	16	17	16	16	16	16	16	16	16
LOC_229	17	17	17	16	17	17	17	17	17	17
LOC_230	19	18	19	19	19	19	19	19	21	19
LOC_231	19	19	19	19	19	19	19	20	19	19
LOC_232	18	18	17	17	18	20	20	16	19	18
LOC_233	15	15	15	15	15	15	15	15	15	15
LOC_234	17	18	15	17	18	15	15	16	16	15
LOC_235	20	21	22	20	20	22	21	22	22	22
LOC_236	19	17	17	19	19	17	17	17	18	17
LOC_237	20	22	18	21	21	18	18	21	22	20
LOC_238	22	22	21	22	22	21	21	21	21	21
LOC_239	24	18	22	21	21	21	22	18	18	22
LOC_240	14	14	14	14	14	14	14	16	16	14
LOC_241	16	16	18	16	16	17	17	16	15	18
LOC_242	16	18	17	16	16	17	17	17	18	17
LOC_243	18	21	19	21	17	22	19	24	23	19
LOC_244	14	14	14	14	14	15	15	13	13	14
LOC_245	24	24	24	23	24	24	22	27	28	24
LOC_246	25	24	22	25	25	21	20	26	25	24
LOC_247	16	16	13	16	17	14	14	18	18	16
LOC_248	18	18	18	18	18	18	18	17	18	18
LOC_249	25	24	23	25	24	21	22	23	23	24
LOC_250	30	26	25	29	29	25	26	25	25	27
LOC_251	17	17	17	18	16	17	17	17	17	17
LOC_252	22	23	23	22	22	22	22	23	23	22
LOC_253	14	13	14	14	14	14	14	13	13	14
LOC_254	18	17	19	17	17	18	18	16	16	16
LOC_255	23	22	23	22	22	24	23	22	23	23
LOC_256	20	20	19	22	20	19	19	20	20	19
