names	Run1_C_3	Run1_C_8	Run1_C_10	Run1_C_11	Run1_C_13	Run1_C_14	Run1_C_15	Run1_C_16	Run1_C_17	root
LOC_87	20	21	21	20	22	21	20	21	21	20
LOC_88	22	21	21	21	22	20	22	24	24	22
LOC_89	26	25	25	25	25	25	27	25	25	26
LOC_90	20	20	21	21	21	19	21	20	20	20
LOC_91	14	16	16	16	16	16	16	14	16	17
LOC_92	19	17	19	19	21	20	20	26	22	19
LOC_93	12	11	11	11	11	11	11	11	11	12
LOC_94	15	15	15	17	15	15	15	16	18	15
LOC_95	13	14	15	14	13	13	13	13	13	13
LOC_96	20	20	22	22	20	20	19	20	20	20
LOC_97	20	24	21	21	20	22	21	23	22	20
LOC_98	15	17	16	16	17	16	15	16	16	15
LOC_99	16	13	13	13	17	16	16	18	17	16
LOC_100	14	14	14	14	14	14	14	14	14	14
LOC_101	20	22	22	22	19	23	24	20	21	21
LOC_102	19	19	19	19	19	16	19	20	19	19
LOC_103	14	16	17	17	15	16	16	16	13	14
LOC_104	21	21	20	22	21	21	20	21	21	21
LOC_105	19	18	18	18	17	17	17	17	16	16
LOC_106	27	26	29	27	27	29	29	26	25	28
LOC_107	15	15	15	15	15	15	16	15	16	15
LOC_108	23	20	21	21	21	22	22	22	21	23
LOC_109	14	16	17	17	16	15	15	17	17	14
LOC_110	16	16	17	16	16	17	16	16	16	16
LOC_111	15	14	14	14	14	14	15	14	14	15
LOC_112	21	22	23	23	23	21	21	22	22	21
LOC_113	14	14	14	14	14	14	14	15	14	14
LOC_114	17	17	17	16	17	17	17	17	17	17
LOC_115	14	14	13	13	15	15	15	15	15	14
LOC_116	14	15	15	15	14	14	14	14	14	14
LOC_117	19	20	21	20	19	19	19	18	19	19
LOC_118	16	16	15	16	17	18	17	16	16	16
LOC_119	23	22	22	22	23	22	22	24	25	23
LOC_120	18	18	18	18	19	19	18	18	17	18
LOC_121	18	18	18	18	18	19	18	17	17	18
LOC_122	19	23	23	23	23	22	21	27	24	19
LOC_123	24	24	23	23	23	25	24	23	24	24
LOC_124	22	22	21	21	22	24	23	24	22	22
LOC_125	26	26	26	27	25	23	26	27	25	27
LOC_126	14	16	16	16	13	15	14	14	14	14
LOC_127	22	24	24	24	28	24	24	26	26	22
LOC_128	20	21	22	23	21	22	22	20	20	20
LOC_129	19	19	22	19	19	19	19	19	19	19
LOC_130	25	25	26	27	25	25	25	25	23	24
LOC_131	15	15	15	15	15	15	12	15	15	15
LOC_132	21	22	22	21	20	20	21	21	21	21
LOC_133	22	23	23	25	24	23	24	24	24	22
LOC_134	23	25	24	25	23	24	24	24	24	23
LOC_135	14	13	14	14	14	14	14	14	13	14
LOC_136	16	17	17	16	15	15	15	15	15	15
LOC_137	24	24	23	24	22	23	23	25	24	24
LOC_138	21	17	18	18	19	20	20	19	19	21
LOC_139	17	16	12	16	16	17	17	16	16	17
LOC_140	17	17	17	17	18	17	17	18	18	17
LOC_141	15	16	16	15	17	16	16	18	16	15
LOC_142	28	25	24	24	26	30	26	25	23	27
LOC_143	21	21	21	21	21	21	21	21	21	21
LOC_144	16	16	16	16	16	16	16	16	17	16
LOC_145	20	21	21	22	20	21	21	21	22	20
LOC_146	20	21	22	21	20	21	21	21	21	20
LOC_147	21	21	19	20	21	21	21	19	21	21
LOC_148	14	19	19	19	17	17	15	17	19	14
LOC_149	18	24	26	24	21	18	18	20	20	18
LOC_150	15	15	15	16	15	15	15	15	16	15
LOC_151	16	16	16	16	17	16	17	18	18	16
LOC_152	19	20	20	20	20	20	20	21	21	20
LOC_153	20	20	22	22	22	18	18	19	19	20
LOC_154	18	19	18	18	20	18	19	18	18	18
LOC_155	21	21	21	22	24	18	18	23	24	21
LOC_156	17	17	16	16	17	18	18	17	18	17
LOC_157	17	19	18	18	17	15	18	18	18	17
LOC_158	22	20	20	20	21	22	22	21	21	22
LOC_159	15	20	20	20	22	18	17	22	22	15
LOC_160	20	19	19	20	19	19	19	20	19	19
LOC_161	21	20	20	19	21	21	22	20	20	21
LOC_162	18	23	23	23	23	20	21	23	23	20
LOC_163	18	18	17	17	18	18	18	18	18	18
LOC_164	20	22	22	24	22	22	23	19	19	20
LOC_165	15	17	17	17	17	15	15	19	17	15
LOC_166	17	17	16	17	18	17	17	16	15	17
LOC_167	16	13	13	13	11	15	15	11	11	16
LOC_168	27	32	28	27	28	27	29	29	31	28
LOC_169	23	23	21	23	22	24	24	23	23	23
LOC_170	19	19	19	20	18	18	18	19	19	19
LOC_171	22	23	23	23	24	21	21	24	22	23
LOC_172	22	23	20	20	23	22	22	23	23	22
LOC_173	16	16	16	15	16	16	17	16	13	16
LOC_174	22	22	23	20	22	22	22	22	22	22
LOC_175	26	28	27	27	27	29	27	27	27	27
LOC_176	14	13	13	13	13	14	14	13	13	14
LOC_177	24	26	28	28	26	27	25	26	26	24
LOC_178	23	23	23	23	23	24	23	23	24	23
LOC_179	24	24	23	27	23	19	20	23	23	23
LOC_180	22	22	21	23	22	24	24	22	22	22
LOC_181	18	20	20	19	19	20	20	19	20	18
LOC_182	23	23	23	23	24	25	23	22	23	23
LOC_183	24	25	24	24	25	25	25	27	27	25
LOC_184	16	16	16	16	17	16	16	17	17	16
LOC_185	20	20	20	20	19	20	18	19	19	20
LOC_186	16	13	13	13	16	18	16	16	16	16
LOC_187	21	20	22	22	21	18	20	20	21	21
LOC_188	25	25	25	24	24	23	26	24	24	25
LOC_189	14	15	15	16	15	15	15	15	15	14
LOC_190	22	22	21	21	21	21	25	22	21	22
LOC_191	16	17	19	19	17	17	17	17	17	17
LOC_192	21	21	21	21	23	20	21	20	21	21
LOC_193	15	16	16	16	16	15	15	16	16	15
LOC_194	18	18	18	18	16	18	18	16	16	18
LOC_195	18	18	17	18	17	20	19	17	17	18
LOC_196	22	23	23	24	23	23	23	22	24	22
LOC_197	21	21	24	23	23	20	21	22	23	21
LOC_198	26	25	26	26	29	28	29	24	26	27
LOC_199	14	13	13	13	14	14	14	14	14	14
LOC_200	24	21	22	20	22	23	23	23	22	23
LOC_201	24	20	25	25	24	26	28	25	26	24
LOC_202	17	17	17	17	17	17	17	17	17	17
LOC_203	18	20	20	18	18	18	18	17	18	18
LOC_204	17	21	23	22	24	18	18	22	21	18
LOC_205	14	15	15	15	14	15	15	15	15	14
LOC_206	20	22	22	20	21	22	22	20	21	20
LOC_207	14	16	16	16	16	14	14	18	18	14
LOC_208	15	15	17	16	15	14	14	15	15	14
LOC_209	17	18	19	18	18	17	18	18	18	17
LOC_210	23	23	23	23	18	22	22	21	21	22
LOC_211	25	22	22	22	21	23	23	23	21	24
LOC_212	24	25	24	24	24	25	25	25	27	24
LOC_213	19	19	19	20	19	19	19	19	19	19
LOC_214	17	17	16	16	16	17	17	17	17	17
LOC_215	16	18	19	19	17	19	19	19	19	16
LOC_216	20	19	19	19	20	20	21	20	21	20
LOC_217	25	25	23	24	27	26	26	26	27	25
LOC_218	17	16	17	18	17	17	17	17	16	17
LOC_219	15	15	15	15	15	15	15	15	15	15
LOC_220	18	20	20	21	20	18	18	20	21	18
LOC_221	24	25	26	25	24	25	23	22	23	24
LOC_222	26	27	24	26	27	27	26	26	26	28
LOC_223	14	14	14	14	14	14	14	14	14	14
LOC_224	16	17	16	17	17	18	18	16	18	16
LOC_225	21	25	25	25	22	24	24	21	19	21
LOC_226	16	15	15	15	16	16	16	17	17	16
LOC_227	7	7	7	7	7	7	7	7	7	7
LOC_228	16	16	16	16	16	16	16	16	16	16
LOC_229	17	17	19	18	17	17	16	17	17	17
LOC_230	19	19	19	19	19	18	19	20	20	19
LOC_231	18	20	20	20	21	19	21	20	20	19
LOC_232	18	18	19	18	18	16	16	18	18	18
LOC_233	15	17	17	17	17	17	16	17	17	15
LOC_234	15	15	16	14	14	15	15	14	14	15
LOC_235	22	25	21	24	23	23	22	22	22	22
LOC_236	17	15	16	16	19	17	17	18	18	17
LOC_237	20	17	17	17	20	20	21	20	20	20
LOC_238	21	21	21	22	22	21	21	23	23	21
LOC_239	23	22	18	23	22	21	21	21	20	22
LOC_240	14	19	18	18	19	19	17	18	18	14
LOC_241	18	18	17	19	20	18	18	19	18	18
LOC_242	17	18	17	17	17	17	17	15	16	17
LOC_243	19	19	21	21	20	19	19	20	20	19
LOC_244	14	12	12	12	12	12	15	13	12	14
LOC_245	24	22	23	23	23	25	24	23	23	24
LOC_246	25	24	24	24	24	23	18	24	21	24
LOC_247	16	16	16	15	16	16	17	16	16	16
LOC_248	18	19	19	19	20	18	18	20	20	18
LOC_249	24	24	22	25	24	22	24	25	25	24
LOC_250	26	28	33	32	28	27	28	28	30	27
LOC_251	17	18	16	17	17	17	17	17	17	17
LOC_252	22	23	22	24	23	24	23	23	23	22
LOC_253	14	14	14	14	14	13	14	14	14	14
LOC_254	16	16	17	17	16	16	15	17	16	16
LOC_255	23	23	23	23	24	23	22	23	23	23
LOC_256	17	18	19	19	18	20	20	20	18	19
