names	Run1_C_4	Run1_C_6	Run1_C_7	Run1_C_10	Run1_C_12	Run1_C_13	Run1_C_14	Run1_C_16	Run1_C_17	root
LOC_133	23	22	22	22	23	23	23	24	24	22
LOC_134	22	26	24	24	24	25	23	24	24	23
LOC_135	14	14	14	14	14	14	17	14	14	14
LOC_136	15	15	14	16	15	16	15	15	16	15
LOC_137	24	26	24	24	24	24	24	24	24	24
LOC_138	21	22	22	20	19	19	22	21	21	21
LOC_139	17	16	16	16	16	16	16	17	17	17
LOC_140	17	18	18	20	18	18	16	17	17	17
LOC_141	15	15	15	15	14	14	15	15	15	15
LOC_142	27	26	28	26	26	25	25	25	25	27
LOC_143	21	20	20	22	21	20	24	21	21	21
LOC_144	16	16	16	16	17	19	16	16	16	16
LOC_145	21	20	20	18	20	21	20	20	20	20
LOC_146	20	20	20	20	20	20	20	20	21	20
LOC_147	19	21	21	18	21	18	19	18	19	21
LOC_148	14	14	15	14	14	14	16	14	14	14
LOC_149	18	21	18	17	17	17	18	17	18	18
LOC_150	15	15	15	15	15	15	15	16	16	15
LOC_151	16	15	15	16	16	16	16	16	15	16
LOC_152	19	21	20	21	21	21	20	20	20	20
LOC_153	20	23	20	20	20	20	20	21	23	20
LOC_154	18	17	17	18	19	17	19	18	18	18
LOC_155	20	20	20	22	23	21	23	22	21	21
LOC_156	17	18	17	16	17	18	17	17	18	17
LOC_157	17	16	16	18	18	18	18	18	20	17
LOC_158	22	23	23	23	23	23	22	22	23	22
LOC_159	15	15	15	15	15	15	17	16	18	15
LOC_160	19	18	19	19	18	19	19	18	18	19
LOC_161	21	21	21	20	20	20	21	21	21	21
LOC_162	20	19	19	21	21	21	20	23	20	20
LOC_163	22	18	19	21	22	22	22	22	22	18
LOC_164	21	20	20	22	21	21	23	22	23	20
LOC_165	15	15	15	15	15	15	15	16	16	15
LOC_166	17	17	17	17	17	17	18	19	17	17
LOC_167	16	16	16	18	19	18	16	15	18	16
LOC_168	29	25	27	30	30	32	27	31	29	28
LOC_169	22	21	23	22	22	22	22	18	18	23
LOC_170	21	19	18	20	18	18	20	22	22	19
LOC_171	21	24	24	21	21	21	22	22	22	23
LOC_172	24	23	22	22	23	22	22	22	22	22
LOC_173	16	16	16	16	16	16	16	16	16	16
LOC_174	20	22	22	23	24	23	24	23	23	22
LOC_175	26	29	27	24	26	25	26	26	25	27
LOC_176	16	13	13	16	17	18	16	14	16	14
LOC_177	24	25	24	24	24	24	23	22	23	24
LOC_178	22	22	22	23	22	22	23	24	24	23
LOC_179	23	24	24	23	26	23	24	24	25	23
LOC_180	21	20	20	20	20	20	21	20	21	22
LOC_181	17	18	18	17	17	17	17	17	17	18
LOC_182	25	22	21	21	23	24	26	26	27	23
LOC_183	25	24	22	23	24	24	24	23	23	25
LOC_184	16	17	17	17	17	17	16	16	16	16
LOC_185	20	20	21	19	23	19	20	21	20	20
LOC_186	17	16	16	18	18	18	18	18	18	16
LOC_187	20	23	23	20	20	20	18	18	18	21
LOC_188	27	26	25	25	23	24	26	26	26	25
LOC_189	15	14	14	13	13	13	13	13	13	14
LOC_190	22	22	22	23	22	21	23	24	24	22
LOC_191	17	17	17	17	17	17	17	17	17	17
LOC_192	21	21	21	21	22	22	24	23	24	21
LOC_193	16	14	15	16	16	16	15	15	15	15
LOC_194	18	18	18	18	19	19	19	19	21	18
LOC_195	17	18	18	17	17	17	18	18	17	18
LOC_196	23	24	23	25	25	27	23	22	23	22
LOC_197	21	21	21	19	20	20	20	22	20	21
LOC_198	25	26	26	28	26	27	25	26	26	27
LOC_199	14	15	14	14	14	14	14	16	16	14
LOC_200	23	22	23	23	22	22	23	21	21	23
LOC_201	23	24	23	23	23	24	25	25	23	24
LOC_202	17	19	19	20	17	17	17	17	17	17
LOC_203	18	18	18	18	18	18	18	23	22	18
LOC_204	18	17	19	18	18	18	18	19	18	18
LOC_205	14	14	14	14	14	14	14	14	14	14
LOC_206	18	20	20	19	18	18	18	17	17	20
LOC_207	14	14	14	14	17	16	14	16	14	14
LOC_208	14	14	14	14	14	14	14	14	14	14
LOC_209	17	16	16	18	18	18	18	18	18	17
LOC_210	21	21	22	22	23	22	21	22	21	22
LOC_211	25	26	25	23	26	24	23	22	21	24
LOC_212	24	24	25	25	25	25	23	24	23	24
LOC_213	19	19	19	16	15	15	18	18	18	19
LOC_214	17	17	17	16	18	17	18	18	18	17
LOC_215	16	17	16	16	16	13	16	16	16	16
LOC_216	21	20	21	22	21	21	22	22	22	20
LOC_217	25	25	24	25	24	24	24	26	25	25
LOC_218	18	17	17	19	18	18	17	18	18	17
LOC_219	16	14	14	15	15	15	15	15	15	15
LOC_220	18	18	18	18	15	17	19	19	19	18
LOC_221	24	26	26	21	20	20	23	24	23	24
LOC_222	30	27	24	29	29	28	29	27	27	28
LOC_223	14	16	16	13	14	14	13	14	14	14
LOC_224	16	16	16	16	17	17	17	17	17	16
LOC_225	19	21	21	18	18	19	18	18	18	21
LOC_226	16	16	16	17	17	17	16	17	16	16
LOC_227	7	7	7	7	7	7	7	7	7	7
LOC_228	16	16	16	16	16	16	16	16	16	16
LOC_229	17	17	17	16	16	17	18	17	17	17
LOC_230	18	18	18	19	18	18	20	18	19	19
LOC_231	19	19	19	19	19	18	19	19	20	19
LOC_232	21	18	18	18	18	18	18	17	18	18
LOC_233	15	15	15	14	14	15	15	18	14	15
LOC_234	13	15	14	16	15	16	15	15	15	15
LOC_235	23	22	23	23	23	23	22	23	23	22
LOC_236	19	17	17	17	15	14	17	17	17	17
LOC_237	20	20	19	19	20	19	19	19	19	20
LOC_238	21	20	21	25	25	24	23	23	21	21
LOC_239	23	22	22	24	23	22	21	23	23	22
LOC_240	14	14	15	15	15	15	15	16	15	14
LOC_241	18	18	18	16	18	18	17	18	17	18
LOC_242	17	19	17	20	18	19	15	18	18	17
LOC_243	20	20	19	19	19	17	19	19	19	19
LOC_244	14	14	14	14	14	14	14	14	14	14
LOC_245	24	24	24	24	24	25	25	24	25	24
LOC_246	23	24	24	20	19	19	19	19	19	24
LOC_247	16	19	17	16	16	16	16	17	16	16
LOC_248	18	19	18	17	17	16	17	20	17	18
LOC_249	24	25	23	24	23	22	24	25	24	24
LOC_250	28	25	25	26	26	25	27	30	30	27
LOC_251	17	18	18	17	17	17	17	17	17	17
LOC_252	22	24	22	22	22	23	22	22	23	22
LOC_253	15	14	14	15	15	15	15	15	15	14
LOC_254	16	15	16	15	15	15	16	16	16	16
LOC_255	25	23	23	24	24	24	23	23	23	23
LOC_256	19	20	20	19	19	20	19	19	19	19
LOC_257	19	21	20	20	19	18	19	17	19	20
LOC_258	15	13	13	13	12	13	13	13	13	13
LOC_259	20	23	20	22	22	23	22	22	22	20
LOC_260	23	22	22	22	21	22	23	23	23	22
LOC_261	15	14	11	15	15	15	15	15	15	15
LOC_262	13	13	13	13	13	13	14	14	14	13
LOC_263	16	16	16	15	15	15	16	19	18	16
LOC_264	22	22	22	23	20	19	23	23	23	22
LOC_265	26	24	24	27	23	25	30	26	30	24
LOC_266	19	19	19	19	19	19	19	19	16	19
LOC_267	18	17	17	18	18	17	18	18	18	18
LOC_268	17	17	17	17	17	17	18	18	18	17
LOC_269	15	16	17	15	15	15	15	15	16	16
LOC_270	19	19	19	20	20	20	19	18	18	19
LOC_271	23	23	22	22	22	25	24	25	24	24
LOC_272	23	25	24	22	22	22	24	23	24	23
LOC_273	25	26	25	26	24	24	26	26	25	24
LOC_274	23	22	21	24	24	24	22	23	24	22
LOC_275	15	15	15	16	16	16	15	16	16	15
LOC_276	20	20	19	20	20	21	20	19	20	20
LOC_277	14	14	14	14	14	14	14	14	14	14
LOC_278	14	15	15	14	14	14	15	16	15	14
LOC_279	15	15	15	15	15	15	15	15	15	15
LOC_280	19	20	20	17	17	17	18	18	18	20
LOC_281	19	20	20	19	18	18	20	22	22	20
LOC_282	15	15	15	15	15	15	15	15	15	15
LOC_283	13	14	14	14	14	14	13	11	13	14
LOC_284	14	14	14	13	13	13	15	14	16	14
LOC_285	30	31	27	26	27	26	28	31	28	29
LOC_286	18	18	18	20	20	19	19	20	20	18
LOC_287	30	30	29	27	30	28	32	33	33	28
LOC_288	19	17	19	19	21	21	19	19	19	17
LOC_289	15	15	15	15	15	15	15	15	15	15
LOC_290	19	20	20	18	19	19	19	19	19	19
LOC_291	18	18	18	18	21	21	19	18	18	18
LOC_292	19	19	19	17	15	17	22	22	23	19
LOC_293	15	16	15	15	15	14	15	15	16	15
LOC_294	24	28	25	26	24	24	26	25	25	25
LOC_295	19	18	18	18	19	18	19	18	20	18
LOC_296	12	14	14	12	12	12	10	11	12	14
LOC_297	15	16	15	16	16	16	16	16	16	15
LOC_298	17	17	17	17	17	17	17	18	18	17
LOC_299	18	16	16	18	19	18	18	19	18	16
LOC_300	17	17	17	17	17	17	20	18	17	17
LOC_301	20	20	20	20	21	21	21	16	21	20
LOC_302	24	25	23	24	21	24	22	25	24	24
LOC_303	18	18	18	18	19	19	19	19	19	18
LOC_304	15	14	14	15	14	14	14	14	14	14
LOC_305	17	17	17	15	14	15	17	17	17	17
LOC_306	26	27	28	26	20	25	23	23	23	26
LOC_307	22	20	21	24	23	23	23	23	23	22
LOC_308	22	22	22	22	25	25	21	21	21	22
LOC_309	21	22	22	21	24	23	21	21	21	22
LOC_310	15	16	15	15	16	17	15	15	15	15
LOC_311	18	17	17	17	15	15	15	21	20	18
LOC_312	18	18	18	18	17	17	19	18	18	18
LOC_313	16	16	16	16	16	16	18	18	18	16
LOC_314	15	17	17	16	15	16	15	15	15	15
LOC_315	16	15	15	15	15	15	16	16	16	15
LOC_316	27	25	26	28	27	27	27	28	27	26
LOC_317	21	20	23	24	24	25	25	26	26	21
LOC_318	20	22	22	18	18	19	19	20	20	22
LOC_319	20	21	23	24	24	24	23	25	23	22
LOC_320	23	22	22	21	20	22	22	21	21	21
LOC_321	16	16	16	15	13	13	17	15	15	16
LOC_322	12	12	12	12	11	13	12	12	12	12
LOC_323	14	14	14	14	14	15	14	14	14	14
LOC_324	21	21	21	21	20	21	18	18	18	21
LOC_325	16	18	16	16	16	17	16	17	16	16
LOC_326	16	16	16	16	16	16	16	17	17	16
LOC_327	15	15	15	15	15	15	16	15	15	15
LOC_328	20	23	23	20	21	20	21	21	23	20
LOC_329	24	25	26	24	23	24	23	21	17	23
LOC_330	22	22	22	22	22	22	23	22	23	22
LOC_331	23	23	24	24	24	23	27	24	24	23
LOC_332	13	15	15	13	13	13	15	16	15	15
LOC_333	14	14	14	14	14	14	14	14	14	14
LOC_334	19	19	16	18	18	18	16	18	18	19
LOC_335	23	25	22	26	24	24	22	23	22	23
LOC_336	24	24	25	20	23	22	26	23	25	24
LOC_337	20	20	20	20	20	20	22	21	21	20
LOC_338	20	20	19	20	20	20	19	19	19	19
LOC_339	17	17	18	18	18	18	16	17	17	17
LOC_340	13	13	15	13	13	13	13	14	14	13
LOC_341	20	19	20	20	20	20	20	19	21	20
LOC_342	14	14	14	14	14	14	14	13	13	14
LOC_343	20	21	20	20	20	20	22	23	23	20
LOC_344	16	17	17	14	15	14	14	14	13	17
LOC_345	15	17	14	15	15	15	16	16	18	15
LOC_346	27	23	23	27	23	25	25	26	26	23
LOC_347	20	24	25	18	19	19	18	22	18	20
LOC_348	19	19	20	19	19	19	20	19	19	20
LOC_349	14	15	15	17	17	17	15	15	15	15
LOC_350	17	17	17	16	17	17	16	16	16	17
LOC_351	24	25	24	27	27	26	25	26	27	26
LOC_352	20	19	20	20	25	23	21	19	19	20
LOC_353	16	18	18	16	16	16	15	18	16	18
LOC_354	15	15	15	16	16	16	15	15	16	15
LOC_355	14	14	14	14	14	14	14	13	13	14
LOC_356	17	17	17	18	18	18	17	18	17	17
LOC_357	16	17	16	18	16	16	16	16	16	16
LOC_358	7	7	7	7	7	7	7	7	7	7
LOC_359	18	19	19	19	21	21	19	19	19	19
LOC_360	24	24	24	24	23	23	24	28	26	24
LOC_361	20	21	20	21	21	21	21	22	21	21
LOC_362	20	21	22	19	21	20	21	18	21	22
LOC_363	8	9	8	8	8	8	8	8	8	8
LOC_364	16	14	14	13	13	13	13	13	13	14
LOC_365	25	27	25	28	28	29	24	27	26	25
LOC_366	15	17	17	17	17	17	15	15	15	17
LOC_367	16	16	16	17	17	17	17	16	17	16
LOC_368	24	23	23	27	22	24	25	26	25	24
LOC_369	27	27	27	27	29	27	26	27	26	28
LOC_370	21	18	18	21	21	22	20	24	22	18
LOC_371	23	22	24	23	23	23	24	22	22	23
LOC_372	21	22	21	20	20	20	21	21	20	21
LOC_373	14	14	14	14	15	15	14	14	14	14
LOC_374	16	16	15	15	15	15	15	14	13	15
LOC_375	18	17	18	18	18	18	18	18	18	18
LOC_376	20	20	19	19	18	20	19	20	20	20
LOC_377	23	22	25	22	17	22	25	25	28	23
LOC_378	25	23	23	23	23	21	24	23	23	23
LOC_379	18	21	19	18	18	20	18	18	18	18
LOC_380	21	18	18	21	21	21	21	21	20	18
LOC_381	14	14	14	14	14	14	15	15	15	14
LOC_382	18	21	19	18	18	20	19	19	21	18
LOC_383	17	17	17	18	17	18	18	18	18	17
LOC_384	14	14	14	14	14	14	14	14	15	14
LOC_385	19	15	18	18	18	18	18	18	19	18
LOC_386	19	19	19	18	18	18	18	18	18	19
LOC_387	16	17	17	19	19	19	17	16	16	17
LOC_388	30	28	27	30	26	25	28	29	27	28
LOC_389	18	18	15	18	19	19	18	20	16	18
LOC_390	7	7	8	7	7	7	7	7	7	7
LOC_391	23	22	22	24	23	21	25	23	24	22
LOC_392	23	22	23	28	26	24	24	24	24	22
LOC_393	16	15	14	15	15	15	15	15	15	15
LOC_394	16	16	16	16	16	16	16	16	16	16
LOC_395	18	20	20	18	18	18	19	21	19	20
LOC_396	14	17	17	17	17	18	18	16	16	17
LOC_397	20	18	19	17	18	18	19	19	19	19
LOC_398	18	17	17	18	19	19	18	18	18	17
LOC_399	28	28	28	28	27	27	28	29	28	29
LOC_400	15	15	16	15	15	15	15	15	15	15
LOC_401	14	13	13	13	13	13	13	13	14	13
LOC_402	14	15	15	14	14	14	14	14	16	14
LOC_403	14	14	14	16	16	16	13	13	13	14
LOC_404	10	10	11	10	10	10	10	10	10	10
LOC_405	16	16	17	17	17	17	18	19	19	16
LOC_406	17	13	13	18	18	20	20	18	18	19
LOC_407	17	17	16	17	17	17	17	17	17	17
LOC_408	15	15	14	15	15	15	14	14	14	14
LOC_409	15	14	13	15	15	15	12	15	15	15
LOC_410	15	16	16	15	16	15	15	15	15	16
LOC_411	15	14	14	15	15	15	15	15	15	14
LOC_412	19	20	19	19	19	20	20	20	19	19
LOC_413	20	19	21	21	21	20	20	20	18	20
LOC_414	15	15	15	15	15	15	15	16	15	15
LOC_415	14	14	14	14	15	15	14	14	14	14
LOC_416	18	17	17	18	19	19	19	21	19	17
LOC_417	15	14	14	15	15	15	15	15	15	14
LOC_418	14	14	14	14	12	12	15	15	14	14
LOC_419	16	15	15	16	15	15	15	15	15	15
LOC_420	12	12	12	12	13	13	12	12	12	13
LOC_421	17	17	17	19	18	19	17	17	17	17
LOC_422	23	23	23	25	24	24	22	26	25	23
LOC_423	9	10	9	9	9	9	10	10	10	9
LOC_424	20	21	20	20	21	23	20	20	20	20
LOC_425	16	16	16	17	16	16	16	16	16	16
LOC_426	16	17	17	17	17	17	16	16	17	17
LOC_427	20	21	21	20	21	20	22	20	20	20
LOC_428	16	16	16	16	18	16	16	16	16	16
LOC_429	20	19	19	18	16	18	19	19	19	19
LOC_430	18	19	19	20	19	19	19	20	19	19
LOC_431	19	19	19	20	17	19	20	20	20	19
LOC_432	14	14	14	15	14	14	14	14	14	14
LOC_433	23	26	25	25	25	25	24	23	23	23
LOC_434	19	19	19	19	18	18	19	17	20	19
LOC_435	24	25	25	27	29	26	29	30	27	25
LOC_436	23	24	24	23	23	23	23	23	23	24
LOC_437	21	19	19	21	20	21	23	22	22	22
LOC_438	22	24	23	22	21	22	22	22	25	23
LOC_439	16	17	17	15	15	15	15	15	15	16
LOC_440	21	23	22	20	21	21	20	21	21	20
LOC_441	17	16	12	16	16	16	16	16	16	16
LOC_442	22	23	25	21	24	24	21	21	21	22
LOC_443	18	18	18	18	18	18	18	18	18	18
LOC_444	20	19	19	20	20	20	20	20	20	20
LOC_445	22	23	22	22	22	22	22	22	22	22
LOC_446	17	18	18	17	16	22	17	17	17	18
LOC_447	18	18	18	19	18	18	19	18	18	18
LOC_448	28	27	29	27	25	26	27	26	27	28
LOC_449	17	17	17	17	17	17	17	19	19	17
LOC_450	20	20	18	21	22	21	20	21	21	20
LOC_451	15	14	14	13	13	13	16	17	16	14
LOC_452	19	19	19	20	20	20	19	19	21	19
LOC_453	18	18	18	18	18	18	18	18	18	18
LOC_454	21	21	21	19	21	21	22	22	23	21
LOC_455	16	17	16	15	15	15	15	15	15	16
LOC_456	15	15	16	16	16	16	16	16	16	15
LOC_457	22	22	22	21	21	19	22	23	22	22
LOC_458	16	16	16	15	17	17	15	17	17	16
LOC_459	6	7	7	7	7	7	8	9	9	7
LOC_460	18	18	18	17	18	17	18	18	19	18
LOC_461	13	14	14	13	13	13	14	13	13	14
LOC_462	21	22	24	21	22	21	19	20	20	21
LOC_463	24	27	25	25	22	25	24	25	25	25
LOC_464	18	17	18	19	18	19	19	19	21	18
LOC_465	26	26	24	31	26	28	28	27	26	25
LOC_466	25	25	24	24	24	25	27	27	26	24
LOC_467	19	19	19	19	19	19	17	21	19	19
LOC_468	14	14	15	14	14	15	14	14	15	14
LOC_469	23	21	21	23	24	25	23	23	23	23
LOC_470	23	24	23	22	22	22	22	23	24	23
LOC_471	19	18	18	19	19	21	19	19	18	19
LOC_472	16	18	18	16	16	16	16	16	17	16
LOC_473	23	21	23	22	22	24	22	21	23	21
LOC_474	15	15	15	16	16	16	17	14	16	15
LOC_475	16	16	16	16	16	16	16	16	16	16
LOC_476	17	16	16	17	16	16	17	17	17	16
LOC_477	19	20	20	23	22	22	21	20	20	19
LOC_478	16	18	17	16	16	16	15	17	18	16
LOC_479	17	17	18	17	16	17	17	17	17	17
LOC_480	17	17	17	17	17	17	17	17	17	17
LOC_481	13	16	16	13	13	13	13	13	13	16
LOC_482	17	17	17	20	20	20	20	20	20	17
LOC_483	22	23	23	23	26	23	23	23	23	24
LOC_484	24	25	25	26	28	24	25	26	27	25
LOC_485	17	17	17	17	18	17	18	18	19	17
LOC_486	23	23	23	24	23	24	22	23	22	23
LOC_487	17	20	18	17	17	17	14	17	17	17
LOC_488	23	25	23	23	22	22	22	23	22	23
LOC_489	18	17	18	19	17	17	18	18	18	18
LOC_490	14	14	14	14	14	14	14	14	14	14
LOC_491	22	21	22	19	19	19	19	19	19	21
LOC_492	20	20	19	20	20	20	20	20	21	20
LOC_493	27	26	28	24	24	24	22	22	23	27
LOC_494	17	17	17	17	17	17	17	18	18	17
LOC_495	25	23	23	25	24	24	24	23	23	23
LOC_496	21	22	22	19	19	19	18	17	17	22
LOC_497	20	23	21	18	18	18	20	21	20	20
LOC_498	8	9	8	8	8	8	8	8	10	8
LOC_499	23	21	21	25	25	23	26	27	24	21
LOC_500	17	18	19	19	19	19	19	19	18	19
LOC_501	17	17	17	16	10	15	16	16	16	17
LOC_502	26	30	30	25	25	25	25	29	28	27
LOC_503	8	7	7	9	9	9	8	8	8	7
LOC_504	15	15	15	15	15	15	15	15	14	15
LOC_505	22	22	22	21	20	20	21	21	21	21
LOC_506	14	14	14	14	14	12	15	15	16	14
LOC_507	14	14	14	14	12	14	14	14	14	14
LOC_508	18	18	18	17	23	21	18	18	18	18
LOC_509	21	17	20	19	22	20	19	20	19	19
LOC_510	19	21	20	20	20	19	21	21	22	20
LOC_511	20	21	23	19	19	19	19	19	20	20
LOC_512	22	22	22	22	22	22	22	22	23	23
LOC_513	16	17	16	16	16	17	17	17	17	16
LOC_514	14	14	14	15	15	15	16	16	16	14
LOC_515	17	18	19	19	19	19	19	18	18	18
LOC_516	18	18	18	18	18	18	18	19	18	18
LOC_517	19	21	19	18	19	18	18	18	18	19
LOC_518	21	21	20	21	22	22	21	21	21	21
LOC_519	18	17	17	15	15	15	17	17	17	17
LOC_520	20	22	23	23	24	23	19	19	19	20
LOC_521	17	17	16	16	16	16	16	16	16	16
LOC_522	19	19	19	18	18	19	18	18	18	19
LOC_523	20	18	18	20	20	20	21	22	22	18
LOC_524	21	22	23	23	23	23	24	24	24	22
LOC_525	18	18	18	16	15	15	18	18	18	18
LOC_526	14	14	14	16	15	15	15	16	15	14
LOC_527	18	16	19	18	15	18	18	18	18	18
LOC_528	18	18	19	17	17	17	17	19	19	18
LOC_529	16	16	16	15	15	15	16	16	16	16
LOC_530	14	14	14	14	14	14	14	14	16	14
LOC_531	23	22	22	23	26	25	23	25	25	22
LOC_532	16	16	16	16	16	16	16	16	16	16
